Customer Name,Age,Gender,Marital Status,Education Level,Income Level,Occupation,Account Balance,Length of Time with Bank (Months),Transaction Frequency,Average Transaction Amount,Digital Banking Usage,Customer Service Interactions,Sentiment Score,Life Event,Competitor Proximity,Market Conditions,Customer Interactions,Product Usage,Customer Satisfaction,Customer Engagement
Stephen Johnson,20,Female,Single,Bachelor's Degree,134848,Unskilled Labor,7702.02120957709,258,18,883.6198023480883,Medium,18,0.4433851330206896,Divorce,Far,Fair,39,Medium,1,2
Michelle Edwards,21,Male,Widowed,Bachelor's Degree,162566,Professional,1159.0500962481776,142,7,704.901222089286,Low,14,0.7790002674815562,None,Moderate,Poor,40,Medium,1,4
Natalie Hale,48,Female,Married,High School,147100,Managerial,2315.3676661970558,44,77,564.2774474288,Medium,2,0.9673130060617131,Marriage,Close,Fair,42,High,3,1
Kenneth Clark,88,Male,Widowed,PhD,162706,Technical,122.80347075403154,175,34,156.92735727079634,High,13,0.5803129234210548,Marriage,Moderate,Fair,21,High,4,3
Debbie Adkins,48,Female,Divorced,Bachelor's Degree,101905,Administrative,5559.9067047865,278,40,657.5868028471117,Low,17,0.728027274863195,Birth,Close,Good,31,High,3,4
Dawn Gross,27,Female,Married,Bachelor's Degree,90444,Unskilled Labor,4287.128355227605,250,8,407.7147266429586,Low,1,0.8547860735428441,None,Far,Fair,0,High,4,3
Mary Gilbert,32,Male,Widowed,Master's Degree,165993,Technical,3711.5494281832007,174,26,668.8458778337764,High,16,0.8265306230191344,None,Far,Good,35,Medium,4,4
Erica Pitts,60,Female,Divorced,PhD,177576,Administrative,2900.9222994283678,60,86,803.0571296228306,High,4,0.2067490233605629,Divorce,Close,Good,12,Low,1,2
Daniel Washington,29,Male,Single,Bachelor's Degree,158584,Skilled Labor,8198.094632148137,126,83,526.5159176814819,High,3,0.4559413480429416,Relocation,Far,Good,2,High,3,4
Joshua Pacheco,56,Male,Single,PhD,187535,Skilled Labor,7590.054688012955,184,90,965.7139856023881,Low,13,0.40945927116441827,Divorce,Close,Good,17,Medium,1,1
Antonio Ryan,37,Female,Divorced,Bachelor's Degree,115087,Professional,3698.366279781443,67,11,122.0440237529042,High,12,0.06942156830441792,Relocation,Far,Good,12,High,1,4
Joseph Martinez,80,Male,Single,PhD,39032,Unskilled Labor,7750.861264708656,140,46,940.0146837630687,High,15,0.2892679892214467,None,Moderate,Fair,45,Medium,1,2
James Jones,53,Female,Divorced,PhD,153693,Technical,9715.476387062216,201,96,551.1601936479901,Low,12,0.1952684315297255,Divorce,Far,Poor,23,Low,4,1
Charles Kelly,36,Male,Widowed,Bachelor's Degree,191335,Professional,4220.121255499786,110,22,952.0303725805894,Medium,6,0.9327677026126887,Marriage,Close,Poor,17,Low,1,3
Barbara Sutton,77,Male,Divorced,Bachelor's Degree,29582,Professional,2709.055858289242,77,81,669.7518315529453,Medium,5,0.12428749117366489,Marriage,Moderate,Poor,33,Low,1,4
Bryce Lawrence MD,62,Male,Married,High School,45626,Unskilled Labor,5594.327515348959,57,8,506.8855910675915,Low,16,0.8389444806412404,None,Close,Fair,19,Medium,4,1
Michele Parrish,34,Male,Divorced,High School,117914,Technical,525.7412240889204,138,59,655.0474747899333,Low,8,0.7898182394814542,Relocation,Close,Poor,17,Medium,2,3
Kathleen Ellis,64,Female,Widowed,PhD,110250,Unskilled Labor,1651.4473137009654,132,10,498.7495287885836,High,19,0.7344728917831203,None,Far,Poor,2,Low,2,3
Alan Gordon,39,Female,Divorced,Master's Degree,104306,Administrative,3197.218342046765,255,22,343.127155137462,Low,9,0.2819155058442906,None,Moderate,Good,34,Low,2,4
Dr. Zachary Torres,41,Male,Widowed,PhD,163581,Managerial,3777.863881457023,197,42,412.3828092774481,High,3,0.5779880480793134,Birth,Moderate,Good,36,Low,3,1
Marc Thomas,69,Female,Married,High School,123899,Managerial,174.25306145659957,276,58,399.0617083930139,High,3,0.7185512607208718,Birth,Moderate,Good,18,Medium,4,4
Michael Gardner,86,Male,Married,Bachelor's Degree,45612,Unskilled Labor,7432.729139668034,232,71,457.3976367776806,High,9,0.5037074717779555,None,Far,Fair,22,High,4,4
Danny Vaughan,55,Male,Married,High School,95207,Technical,3594.0649987809556,43,28,294.8419969994127,Low,16,0.6197656099817124,Marriage,Close,Good,41,Low,1,2
Michelle Reynolds,62,Female,Widowed,Master's Degree,97034,Professional,1517.9791340903691,296,77,801.4305811859628,High,0,0.7188756225582951,None,Far,Good,12,Low,4,4
Thomas Lozano,34,Female,Divorced,Bachelor's Degree,112960,Technical,6835.022571620821,275,11,279.05902209079693,Low,18,0.4801237546395246,Birth,Close,Good,19,Medium,1,3
Joseph Hopkins,82,Male,Divorced,PhD,86138,Managerial,9624.361791958852,99,47,716.6490463900412,High,0,0.47625611834628523,Marriage,Close,Poor,19,Medium,1,2
Sheila Baker,89,Female,Single,PhD,63360,Managerial,1214.5784037213202,24,33,494.77221745090753,Medium,13,0.9875554287793004,Marriage,Moderate,Poor,33,Medium,3,4
Emily Riley,53,Male,Widowed,High School,194777,Skilled Labor,3891.5491100444056,148,18,553.097145871578,High,16,0.5031799414033497,None,Far,Poor,3,Low,2,2
Angela Rollins,58,Female,Married,Bachelor's Degree,105968,Skilled Labor,8190.351265300626,177,3,553.7913334932902,High,9,0.43942941670946534,Relocation,Moderate,Good,10,Medium,2,4
Mrs. Carrie Mata,72,Female,Widowed,PhD,136834,Administrative,7840.934253527285,252,66,144.04629163504282,Low,1,0.31040480417994043,Divorce,Far,Good,25,Medium,1,3
Chad Peterson,55,Female,Widowed,Master's Degree,149306,Skilled Labor,6494.6777594052,115,80,494.5829018313684,Medium,17,0.24236630147621474,None,Moderate,Fair,33,Medium,3,2
Sally Fisher,64,Male,Divorced,Bachelor's Degree,44421,Unskilled Labor,770.9132744795432,150,89,21.675936535369303,Low,1,0.42171440757493883,Marriage,Far,Good,39,Medium,2,2
Samuel Gillespie,43,Male,Married,PhD,151126,Managerial,6014.621785673801,284,28,896.4351205394893,Medium,5,0.04892496622118869,Divorce,Close,Fair,45,High,2,2
Stephanie Cook,85,Female,Single,PhD,118648,Administrative,8154.063638017948,198,87,933.0046313348853,Low,5,0.08535904522870763,Relocation,Far,Poor,23,Medium,3,1
Morgan Luna,37,Male,Married,Bachelor's Degree,31009,Managerial,8690.492402804368,100,14,925.8845632042451,Low,8,0.7723716059280799,Divorce,Far,Good,24,Medium,2,1
Victor Sanchez,48,Female,Divorced,Master's Degree,189602,Professional,4177.520692601479,213,0,42.21512489156995,High,5,0.40434873074484345,Marriage,Far,Poor,25,High,2,2
George Bowen,61,Male,Single,PhD,157289,Technical,4278.685257515103,92,70,468.56194340259054,Medium,9,0.76636858095885,Marriage,Close,Fair,19,Medium,2,3
Kayla Williams,68,Male,Widowed,Bachelor's Degree,145244,Unskilled Labor,9713.05807515085,89,2,296.91041891669255,Low,12,0.00613605242683124,Birth,Moderate,Poor,41,Medium,4,4
James Singh,28,Male,Divorced,High School,189453,Managerial,809.5024121506777,133,45,434.712523715011,Low,11,0.19076608326472588,Birth,Close,Fair,17,High,2,3
Kevin Nixon,83,Male,Married,Master's Degree,124592,Professional,3693.470750659554,243,92,595.3878518092001,High,6,0.19281469184994093,Marriage,Far,Good,27,High,1,1
Sean Wong,81,Male,Married,Master's Degree,165771,Unskilled Labor,9165.723744055469,20,72,852.4407872538137,Low,11,0.4575984994799337,Marriage,Moderate,Good,20,Medium,3,3
Nicholas Hubbard,75,Male,Married,PhD,133635,Skilled Labor,5752.86281725857,245,33,544.0833412959424,Low,7,0.3505195756279029,Divorce,Far,Good,5,Medium,3,2
Adam Cole,35,Male,Widowed,High School,161124,Unskilled Labor,6507.995797968519,293,15,496.6894161527996,Low,17,0.20222643120400197,None,Far,Poor,2,High,3,3
Laura Patel,87,Male,Divorced,Bachelor's Degree,194184,Managerial,2383.154463130922,179,75,634.0284581975711,High,3,0.23709325390793545,Marriage,Moderate,Poor,19,Medium,3,2
Sophia Roberson,56,Male,Married,Bachelor's Degree,91625,Unskilled Labor,655.8285459474456,275,82,702.4657737884942,Low,8,0.30165692703324865,Relocation,Moderate,Fair,39,High,3,2
Donald Shaffer,52,Female,Single,Bachelor's Degree,138509,Unskilled Labor,9131.906310146587,248,42,560.1876465618942,Low,8,0.7740702646887713,None,Far,Fair,36,Low,4,3
Gerald Peters,36,Female,Single,Bachelor's Degree,79024,Managerial,6287.342708274416,221,97,750.0052501676705,Low,8,0.06098878876704783,None,Close,Fair,42,Low,2,1
Amanda Fitzgerald,86,Male,Divorced,Bachelor's Degree,150179,Managerial,7219.844992785018,26,9,292.0608426497897,High,1,0.9221796932609342,Marriage,Close,Poor,8,High,4,1
Robert Larsen,45,Male,Single,High School,110051,Managerial,5441.870379111094,265,20,405.6826472118458,High,8,0.5198231177958919,None,Moderate,Fair,36,Low,1,3
William Boyer,77,Female,Divorced,PhD,175872,Technical,8782.91065098087,31,31,458.9230064994069,Low,2,0.5024317912487214,Relocation,Moderate,Poor,2,Low,2,2
Douglas Perez,59,Female,Widowed,PhD,37827,Managerial,8947.966961929136,254,47,228.20160605606645,Low,8,0.2957981727062271,Divorce,Far,Poor,33,High,2,3
Michael Powell,73,Male,Single,PhD,118652,Managerial,9144.88096738005,274,53,177.34910823579878,Low,13,0.2848523889918694,Relocation,Moderate,Fair,31,Medium,4,4
David Bauer,41,Female,Married,PhD,60400,Managerial,7391.324314237749,25,27,613.1765826097014,Low,19,0.8823008714736434,Divorce,Far,Poor,19,Low,3,3
Timothy Cox,57,Male,Widowed,PhD,65165,Unskilled Labor,6729.761959724022,277,77,783.9772620156073,Medium,15,0.19468701725344295,Birth,Moderate,Fair,32,High,3,1
Jacob Brown,26,Male,Married,Bachelor's Degree,199618,Skilled Labor,9591.478780080723,282,20,596.310857402055,Low,10,0.9270150727318615,Marriage,Far,Fair,23,Low,1,3
Anthony Barry,35,Male,Divorced,Bachelor's Degree,171577,Managerial,3776.720029684374,174,33,674.0409785824969,Medium,5,0.6933888365775577,Marriage,Far,Good,10,Low,2,4
James Ramirez,79,Female,Single,PhD,29012,Technical,1179.331444076681,268,41,311.7535263297583,High,2,0.1965848312712012,Relocation,Close,Poor,5,Low,1,1
Melissa Clark,61,Male,Married,Master's Degree,111300,Skilled Labor,706.800208957199,207,18,704.4010484962488,High,12,0.3067070484665392,Relocation,Close,Poor,3,Low,4,4
Larry Baker,60,Male,Single,PhD,30340,Skilled Labor,7827.204417950444,119,11,568.0137542099874,Medium,1,0.25244860270874503,Birth,Moderate,Fair,32,High,1,4
Carlos Mccarthy,29,Male,Single,Master's Degree,157294,Professional,5275.555449672555,196,46,875.1280846429923,Medium,3,0.6750700635122356,None,Far,Good,23,Low,1,1
Maria Wade,26,Female,Widowed,Bachelor's Degree,192794,Managerial,6727.898062117655,72,77,259.89973441270934,Medium,11,0.1019127946565277,None,Close,Poor,25,Low,4,1
Donna Smith,56,Male,Married,PhD,153413,Unskilled Labor,3948.4199933721297,161,66,213.39294586316475,High,12,0.8805054901657651,Marriage,Close,Good,48,Low,3,2
Judith Spence,38,Male,Divorced,High School,158751,Unskilled Labor,6179.11847834968,6,78,151.74787256317612,Low,12,0.09563168815061485,Marriage,Close,Good,39,Medium,4,3
Laurie Rhodes,34,Male,Divorced,Master's Degree,27577,Unskilled Labor,2207.5559546978916,297,21,385.5904435612184,High,8,0.1364510618229826,Relocation,Moderate,Fair,30,Medium,2,2
Robert Blackwell,61,Female,Married,Master's Degree,124711,Unskilled Labor,8376.244391516759,229,9,72.79764834220835,High,4,0.78537358705166,Birth,Moderate,Fair,19,High,2,2
Donna Hughes,47,Female,Single,High School,98390,Administrative,5733.925677752389,139,61,698.8972955012403,Medium,8,0.2427215403158235,Divorce,Close,Good,13,Low,2,4
Andrea Olson,76,Male,Married,PhD,91023,Skilled Labor,2857.719316044942,52,93,700.4623398071031,Medium,12,0.225138856185641,Marriage,Close,Good,31,Low,1,1
Steven Harris,18,Female,Married,High School,134707,Professional,2079.4999142950155,282,62,813.1698488501792,Low,2,0.4822231100969864,Relocation,Moderate,Good,46,Medium,4,2
Craig Larson,30,Male,Married,PhD,194590,Technical,509.0806590190322,296,97,776.9028702526679,High,6,0.848602797613446,Marriage,Far,Good,34,Medium,3,1
Raven Torres,33,Male,Married,Master's Degree,145404,Technical,2614.220623227994,216,9,674.0226163997983,Medium,13,0.6984984256341363,Birth,Far,Good,49,Low,3,3
Lisa Drake,29,Female,Single,PhD,164044,Managerial,2973.2800465754303,259,3,753.3355306833915,Medium,18,0.23069359801300127,None,Far,Poor,37,Low,1,4
James Charles,27,Female,Married,PhD,60410,Administrative,3605.047512383104,3,82,249.28174431948017,Low,17,0.3569018353046679,Relocation,Close,Good,40,Medium,4,1
Samuel Morales,56,Female,Widowed,Bachelor's Degree,153396,Technical,4162.949840413485,234,8,49.721496157145594,High,18,0.18317057267959225,Relocation,Moderate,Poor,44,High,1,4
Ashley Miller,41,Male,Married,High School,26075,Managerial,7040.04214105982,119,64,785.928917568076,Low,12,0.2091190459377844,None,Moderate,Good,35,Medium,1,4
Kyle Davis,65,Female,Single,High School,109926,Administrative,5074.9378460399685,56,23,534.6451199808537,Low,0,0.5353001814288271,Marriage,Close,Fair,41,High,4,1
Kelli Woodward,26,Female,Widowed,PhD,144726,Professional,2338.292577641,250,41,657.6868197813266,Low,17,0.6625863024920754,Relocation,Far,Good,49,Medium,3,2
Kristen Joseph,71,Female,Divorced,High School,85130,Administrative,9426.599389813315,69,59,914.5420506988639,High,14,0.3037058789646533,Relocation,Far,Good,42,Medium,4,3
Jason Rice,57,Male,Married,High School,117197,Unskilled Labor,5917.077902907158,25,97,764.941869698858,High,8,0.6599388507635755,Relocation,Close,Good,47,High,3,2
Patricia Wilson,76,Male,Divorced,High School,143236,Administrative,8911.150542106534,90,55,277.49283311071036,Low,1,0.7460647341383171,None,Moderate,Poor,21,Medium,4,2
Miguel Fleming,40,Male,Married,High School,172288,Managerial,7875.686223269618,246,11,238.34005563300087,High,13,0.5395906337388969,Birth,Far,Good,12,High,3,1
Katherine Cantu,28,Female,Married,High School,198812,Professional,3492.552435473467,284,40,375.5434068121759,Medium,3,0.5029539916262973,None,Close,Good,4,Medium,1,4
Christopher Griffin,33,Male,Married,Bachelor's Degree,99764,Skilled Labor,1716.232731350561,272,70,655.5070403751859,High,19,0.0853855263666331,Divorce,Moderate,Poor,42,High,3,3
Charles Fisher,45,Male,Divorced,High School,43247,Managerial,293.3685006587072,22,38,77.92002356696993,Low,11,0.8324978325414099,Marriage,Moderate,Fair,36,Low,2,1
Michael Thompson,21,Female,Married,High School,34697,Managerial,5022.407625681492,244,87,705.5658294453976,Medium,8,0.35301613114656627,Relocation,Close,Good,0,Medium,3,3
Scott Osborne,65,Female,Widowed,Master's Degree,130952,Technical,8277.745785461972,68,72,408.03960172912326,Low,1,0.7277767202804182,Marriage,Far,Fair,14,Medium,2,3
Miss Kimberly Maldonado,83,Female,Single,High School,58336,Skilled Labor,1848.7394506333476,126,64,917.2478454345691,High,8,0.45739591706050997,Marriage,Close,Good,31,Low,3,4
Susan Brewer,81,Male,Divorced,High School,189457,Unskilled Labor,7766.2401023019665,253,40,550.0812748902529,Medium,16,0.3082163990130601,Relocation,Close,Poor,11,Medium,4,1
Leslie Cook,69,Male,Widowed,Bachelor's Degree,172551,Managerial,2676.015675403446,108,55,529.797940939468,High,5,0.7717667081502037,Relocation,Moderate,Good,33,High,3,3
John Hughes,81,Female,Single,PhD,167475,Technical,1618.7926373483108,135,31,808.6692337793572,High,17,0.1475757379711281,Birth,Close,Poor,38,Medium,4,4
Stacy Stewart,77,Male,Widowed,High School,95465,Managerial,3470.7502276969303,121,59,344.5161393545939,Medium,16,0.6951593409992773,Birth,Far,Poor,38,High,1,2
Amanda Hughes,81,Female,Widowed,Master's Degree,173075,Administrative,1341.1233023937264,15,4,435.12971120172233,Medium,1,0.8913892101931913,Divorce,Moderate,Poor,5,High,4,2
Casey Holmes,51,Male,Divorced,PhD,28731,Unskilled Labor,814.1082674395906,12,11,666.8490130740344,High,11,0.6771991881202422,Birth,Moderate,Good,44,High,4,4
Randall Flynn,64,Male,Married,Bachelor's Degree,165573,Managerial,6940.36001568079,252,66,146.08885919592993,High,2,0.4443720168643015,Marriage,Close,Good,49,Medium,3,3
Latoya Patterson,25,Male,Single,Bachelor's Degree,76518,Managerial,8911.41283946974,154,29,666.6956963262804,High,2,0.9483054801837745,Birth,Moderate,Fair,41,Medium,1,4
Paul Wheeler,74,Male,Married,Master's Degree,149573,Unskilled Labor,4795.894322598333,271,47,920.9386362224201,Low,15,0.9193547297825999,Birth,Far,Good,10,Medium,2,2
Pamela Aguirre,29,Female,Married,High School,148858,Administrative,7272.374334861373,102,6,784.2087037501442,Medium,18,0.8170312530557797,Birth,Close,Good,26,Low,2,3
Erik Duncan,44,Male,Widowed,Master's Degree,155459,Administrative,3056.9796334852804,209,20,635.8307136800515,High,7,0.3307711478303449,Relocation,Close,Poor,37,High,1,2
Angela Lane,70,Female,Single,PhD,197974,Managerial,4313.790121826429,204,40,431.48900890678664,Low,17,0.06877795815731147,None,Far,Good,0,Medium,4,4
Ashley Bailey,74,Female,Married,Bachelor's Degree,151620,Unskilled Labor,4460.59346619218,258,89,788.9695927316442,Medium,8,0.414209413589403,None,Moderate,Fair,39,Medium,4,2
John Duran,58,Male,Divorced,Bachelor's Degree,179973,Unskilled Labor,6796.0135427891055,68,31,54.14365934798153,Low,19,0.3596031342202324,Marriage,Moderate,Poor,16,High,1,3
Mark Russo,67,Male,Married,PhD,114499,Managerial,5628.706446022392,41,17,17.663295931039535,Medium,11,0.1334163327576745,Birth,Moderate,Good,37,Low,3,1
Sarah Walter,82,Female,Widowed,Bachelor's Degree,184176,Managerial,2737.17508853633,136,90,101.58291896138232,Medium,6,0.0788857873118084,None,Moderate,Poor,10,Medium,2,1
Victoria Murphy DDS,59,Male,Married,PhD,169612,Administrative,8340.390604059661,225,79,553.02365726255,Low,0,0.30764899965850234,Birth,Moderate,Fair,46,Medium,4,2
Olivia Mckinney,60,Male,Widowed,Master's Degree,153084,Professional,6472.536889475734,115,38,190.60279087350318,Low,11,0.4912620054811816,Birth,Moderate,Fair,34,High,3,2
Brent Hayes,56,Female,Widowed,High School,147624,Professional,1611.408934297477,190,75,907.9063833963902,Medium,5,0.6309498761422911,Birth,Close,Poor,29,Medium,4,3
Shawn Salazar,78,Female,Divorced,PhD,95604,Unskilled Labor,5651.326988048458,285,11,334.88003382110406,Low,5,0.162057258707636,Relocation,Close,Poor,9,Low,2,1
Ashley Williams,74,Female,Single,High School,112012,Administrative,756.4827265220775,255,16,235.48259664150424,High,8,0.7693716650777135,None,Moderate,Poor,32,Medium,1,4
David Lopez,59,Female,Widowed,High School,94087,Professional,9340.134267455967,123,1,438.7671221959047,Low,8,0.24867415828397144,Marriage,Far,Poor,43,High,4,4
Bailey Flores,52,Female,Married,Master's Degree,186264,Unskilled Labor,9980.085147647093,114,2,258.5790233137111,Low,16,0.2137744941614529,Relocation,Moderate,Poor,6,Medium,2,4
Patricia Edwards,42,Male,Widowed,PhD,176659,Professional,9075.51087158422,76,24,802.7377291828766,Low,8,0.05510284569793755,Relocation,Close,Good,35,High,3,4
Tracy Garza,70,Male,Widowed,High School,99375,Administrative,2710.066715966839,43,52,357.2868574959463,High,8,0.29832692315020004,None,Far,Good,0,Medium,2,1
Jennifer Johnson,35,Female,Single,Master's Degree,199547,Managerial,3487.85252430428,265,93,220.9487559330703,Medium,9,0.6972883664787594,Relocation,Far,Fair,26,High,3,4
Aaron Baker,67,Female,Widowed,Master's Degree,177231,Managerial,9920.888266717524,153,18,663.8232744317341,High,9,0.3183264766616697,Relocation,Far,Good,21,Medium,1,1
Paul Valencia,80,Male,Single,PhD,112557,Managerial,6189.920648289996,120,55,550.4028528071358,High,14,0.8559652614693463,None,Far,Fair,1,High,3,3
Mary Paul,82,Male,Married,Master's Degree,198004,Skilled Labor,1787.0341295260805,211,38,305.4047632084443,Low,18,0.3647785912448016,Relocation,Close,Fair,43,Medium,3,4
